task,system,basis,control,n_hidden,network_seed,converged,accuracy,hidden_unit,best_freq,best_R,best_phase,best_freq_cos,best_R_cos,concentration,null_p,null_mean,null_p95,pitch_height_r,random_r_p95
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1692533900,False,0.8871,3,10,0.6311,-1.6875,9,0.4859,0.2735,0.32434,0.6035,0.7412,0.1577,0.4913
iran_dang7_nodiss7,Iranian-17,dft,none,4,1831929152,False,0.9516,0,3,0.8992,1.6799,4,0.2019,0.5646,0.001,0.6029,0.7363,0.3128,0.4869
iran_dang7_nodiss7,Iranian-17,dft,none,4,1831929152,False,0.9516,1,5,0.7009,1.2704,12,0.6629,0.3227,0.09995,0.5996,0.7332,0.1709,0.4717
iran_dang7_nodiss7,Iranian-17,dft,none,4,1831929152,False,0.9516,2,2,0.5602,-0.2569,2,0.5439,0.216,0.71214,0.6103,0.7576,0.1019,0.4445
iran_dang7_nodiss7,Iranian-17,dft,none,4,1831929152,False,0.9516,3,12,0.9437,3.1416,12,0.9437,0.5614,0.0005,0.6045,0.7351,0.0936,0.518
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1831929152,False,0.9677,0,2,0.6698,1.1189,6,0.3491,0.3163,0.2089,0.6066,0.7428,0.409,0.4936
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1831929152,False,0.9677,1,6,0.8999,-2.2809,6,0.7212,0.6183,0.0005,0.6084,0.7552,0.01,0.4498
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1831929152,False,0.9677,2,12,0.7655,-0.0,12,0.7655,0.3769,0.01699,0.6027,0.7319,0.2575,0.5016
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1831929152,False,0.9677,3,12,0.9624,3.1416,12,0.9624,0.5804,0.0005,0.6081,0.739,0.2273,0.4941
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1831929152,False,0.9677,0,4,0.6787,0.6571,4,0.5245,0.3245,0.1909,0.6133,0.7661,0.1528,0.4807
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1831929152,False,0.9677,1,10,0.5993,-1.7639,1,0.3325,0.2548,0.49225,0.6069,0.7438,0.2123,0.4628
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1831929152,False,0.9677,2,11,0.7547,-0.8641,11,0.5092,0.3884,0.02249,0.5961,0.7209,0.2145,0.5133
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1831929152,False,0.9677,3,3,0.5771,-1.5484,10,0.4223,0.2362,0.6062,0.6052,0.7344,0.4509,0.5228
iran_dang7_nodiss7,Iranian-17,dft,none,4,1071086697,False,0.9677,0,3,0.8911,-1.8135,10,0.2295,0.554,0.0005,0.6047,0.7394,0.0997,0.5222
iran_dang7_nodiss7,Iranian-17,dft,none,4,1071086697,False,0.9677,1,5,0.7475,1.6456,12,0.7361,0.3612,0.03298,0.6022,0.7329,0.1954,0.4653
iran_dang7_nodiss7,Iranian-17,dft,none,4,1071086697,False,0.9677,2,12,0.8009,-0.0,12,0.8009,0.4236,0.01799,0.6057,0.7524,0.0465,0.4349
iran_dang7_nodiss7,Iranian-17,dft,none,4,1071086697,False,0.9677,3,7,0.7813,-0.7806,7,0.5582,0.4105,0.02749,0.6069,0.7519,0.0197,0.5142
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1071086697,True,1.0,0,3,0.8864,3.1275,3,0.8863,0.5609,0.0005,0.605,0.7388,0.0211,0.4779
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1071086697,True,1.0,1,5,0.7499,1.0722,12,0.6915,0.3639,0.06097,0.6118,0.7563,0.3734,0.4685
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1071086697,True,1.0,2,12,0.9471,-0.0,12,0.9471,0.5639,0.0005,0.6043,0.7491,0.0955,0.4864
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1071086697,True,1.0,3,2,0.5747,-3.1354,2,0.5747,0.2478,0.62769,0.6068,0.7463,0.1987,0.4481
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1071086697,False,0.8548,0,12,0.6091,-0.0,12,0.6091,0.2391,0.41929,0.6007,0.7397,0.0894,0.4428
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1071086697,False,0.8548,1,3,0.6069,-0.883,3,0.4006,0.2647,0.43928,0.6048,0.7405,0.2089,0.4787
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1071086697,False,0.8548,2,2,0.5455,0.965,9,0.4384,0.2066,0.7906,0.6084,0.7478,0.0378,0.5244
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1071086697,False,0.8548,3,3,0.6582,2.0375,12,0.4212,0.2956,0.22789,0.6036,0.7463,0.0741,0.4919
iran_dang7_nodiss7,Iranian-17,dft,none,4,1643819241,False,0.9839,0,5,0.8348,1.3121,12,0.6679,0.4561,0.0025,0.6038,0.7373,0.2086,0.4764
iran_dang7_nodiss7,Iranian-17,dft,none,4,1643819241,False,0.9839,1,6,0.713,-0.0127,6,0.713,0.4198,0.09545,0.6063,0.7402,0.1041,0.4951
iran_dang7_nodiss7,Iranian-17,dft,none,4,1643819241,False,0.9839,2,9,0.5449,-1.6639,2,0.2866,0.2077,0.76312,0.6001,0.7288,0.1522,0.5203
iran_dang7_nodiss7,Iranian-17,dft,none,4,1643819241,False,0.9839,3,12,0.9764,-0.0,12,0.9764,0.5951,0.0005,0.6084,0.746,0.0815,0.4384
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1643819241,False,0.9516,0,6,0.8129,0.9382,6,0.6117,0.4792,0.007,0.5966,0.7377,0.0397,0.4282
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1643819241,False,0.9516,1,12,0.6329,3.1416,12,0.6329,0.2623,0.29385,0.598,0.7306,0.3693,0.4482
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1643819241,False,0.9516,2,9,0.7502,-0.6269,9,0.5991,0.3866,0.03598,0.6018,0.7356,0.1272,0.4947
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1643819241,False,0.9516,3,12,0.968,-0.0,12,0.968,0.5819,0.0005,0.6081,0.753,0.0882,0.4354
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1643819241,False,0.871,0,3,0.7902,-1.0466,3,0.4234,0.4475,0.01999,0.6055,0.743,0.2112,0.4935
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1643819241,False,0.871,1,2,0.5759,-2.8017,2,0.5465,0.2324,0.58471,0.5971,0.725,0.0196,0.5342
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1643819241,False,0.871,2,2,0.5269,0.2597,2,0.5112,0.1943,0.85107,0.6039,0.7371,0.1371,0.4793
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1643819241,False,0.871,3,2,0.5639,2.5747,2,0.4839,0.227,0.66967,0.6021,0.7409,0.0749,0.4726
iran_dang7_nodiss7,Iranian-17,dft,none,4,2143457607,False,0.9677,0,9,0.6053,-0.9049,3,0.4609,0.2485,0.45927,0.6057,0.7421,0.18,0.4585
iran_dang7_nodiss7,Iranian-17,dft,none,4,2143457607,False,0.9677,1,12,0.967,-0.0,12,0.967,0.5829,0.001,0.6059,0.7401,0.1213,0.4692
iran_dang7_nodiss7,Iranian-17,dft,none,4,2143457607,False,0.9677,2,6,0.7946,2.2019,6,0.5971,0.457,0.01599,0.6086,0.7501,0.0375,0.4987
iran_dang7_nodiss7,Iranian-17,dft,none,4,2143457607,False,0.9677,3,12,0.8982,3.1416,12,0.8982,0.5085,0.0005,0.6032,0.7369,0.0377,0.4589
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,2143457607,True,1.0,0,3,0.9545,1.6583,4,0.2464,0.6338,0.0005,0.6066,0.7473,0.196,0.5021
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,2143457607,True,1.0,1,2,0.778,-0.9545,2,0.4684,0.4253,0.01899,0.6057,0.743,0.125,0.463
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,2143457607,True,1.0,2,12,0.7015,3.1416,12,0.7015,0.3221,0.10145,0.6008,0.734,0.299,0.5038
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,2143457607,True,1.0,3,12,0.9578,-0.0,12,0.9578,0.5755,0.0015,0.6085,0.75,0.0212,0.484
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,2143457607,False,0.871,0,4,0.6551,-2.4648,4,0.4979,0.2925,0.1909,0.5952,0.7221,0.0874,0.4471
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,2143457607,False,0.871,1,4,0.5316,0.3015,4,0.5047,0.1991,0.81609,0.5951,0.723,0.2419,0.4734
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,2143457607,False,0.871,2,3,0.5847,2.1961,3,0.3592,0.2423,0.57671,0.6074,0.7457,0.0665,0.5266
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,2143457607,False,0.871,3,3,0.6022,-2.1608,6,0.4569,0.2618,0.41479,0.5923,0.7174,0.1387,0.5103
iran_dang7_nodiss7,Iranian-17,dft,none,4,895964629,False,0.9516,0,9,0.5058,0.9599,6,0.3618,0.1871,0.92604,0.5954,0.7107,0.298,0.4455
iran_dang7_nodiss7,Iranian-17,dft,none,4,895964629,False,0.9516,1,5,0.6011,-1.4512,12,0.4396,0.2505,0.46877,0.6027,0.7422,0.0718,0.4986
iran_dang7_nodiss7,Iranian-17,dft,none,4,895964629,False,0.9516,2,5,0.758,1.0409,12,0.7475,0.3748,0.03348,0.6023,0.7373,0.0846,0.5027
iran_dang7_nodiss7,Iranian-17,dft,none,4,895964629,False,0.9516,3,12,0.9514,3.1416,12,0.9514,0.5696,0.001,0.6078,0.7444,0.0142,0.4671
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,895964629,False,0.8548,0,12,0.8959,3.1416,12,0.8959,0.5102,0.001,0.5973,0.7275,0.0165,0.4631
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,895964629,False,0.8548,1,3,0.5407,-1.3574,12,0.5194,0.1937,0.8096,0.6088,0.7504,0.1197,0.5103
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,895964629,False,0.8548,2,12,0.7286,-0.0,12,0.7286,0.3484,0.06747,0.6057,0.7412,0.1168,0.4512
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,895964629,False,0.8548,3,9,0.5753,1.0041,3,0.4249,0.2451,0.6067,0.6036,0.7358,0.1017,0.4457
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,895964629,False,0.9194,0,4,0.5962,0.4692,4,0.5247,0.2447,0.3903,0.5831,0.6999,0.0094,0.4782
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,895964629,False,0.9194,1,1,0.5957,-1.0437,9,0.3622,0.2375,0.45227,0.5955,0.7348,0.0962,0.4779
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,895964629,False,0.9194,2,4,0.8224,2.1902,4,0.4577,0.4781,0.007,0.6029,0.7383,0.2716,0.423
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,895964629,False,0.9194,3,6,0.5655,1.1591,1,0.4817,0.2156,0.68116,0.6091,0.7451,0.0889,0.4429
iran_dang7_nodiss7,Iranian-17,dft,none,4,1854501628,True,1.0,0,3,0.8942,0.2461,3,0.8666,0.5604,0.0005,0.603,0.7392,0.1184,0.4398
iran_dang7_nodiss7,Iranian-17,dft,none,4,1854501628,True,1.0,1,12,0.9418,-0.0,12,0.9418,0.5604,0.0015,0.607,0.7487,0.1887,0.4747
iran_dang7_nodiss7,Iranian-17,dft,none,4,1854501628,True,1.0,2,12,0.7621,3.1416,12,0.7621,0.3777,0.03498,0.605,0.7457,0.2173,0.4642
iran_dang7_nodiss7,Iranian-17,dft,none,4,1854501628,True,1.0,3,10,0.528,-2.2467,3,0.3488,0.1926,0.84608,0.6034,0.7438,0.1231,0.4959
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1854501628,False,0.9355,0,2,0.6264,2.1006,5,0.5603,0.2679,0.33883,0.6028,0.7412,0.1858,0.4674
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1854501628,False,0.9355,1,12,0.9278,-0.0,12,0.9278,0.5459,0.001,0.6086,0.7467,0.2201,0.4621
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1854501628,False,0.9355,2,12,0.7553,3.1416,12,0.7553,0.3708,0.03998,0.6063,0.7468,0.0676,0.4389
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1854501628,False,0.9355,3,3,0.801,1.2925,11,0.1816,0.4353,0.007,0.6035,0.7368,0.2136,0.4723
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1854501628,False,0.9032,0,9,0.6641,-1.7343,6,0.2573,0.3046,0.18991,0.6017,0.7381,0.12,0.4628
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1854501628,False,0.9032,1,11,0.4861,1.3737,12,0.4589,0.1651,0.96852,0.6115,0.7596,0.0609,0.5424
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1854501628,False,0.9032,2,3,0.5989,0.1874,3,0.5882,0.2344,0.48326,0.6049,0.7416,0.0931,0.4528
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1854501628,False,0.9032,3,10,0.5936,-2.8592,10,0.5727,0.2495,0.50925,0.6028,0.7385,0.0717,0.4182
iran_dang7_nodiss7,Iranian-17,dft,none,4,1366696420,False,0.9355,0,4,0.7416,1.7379,1,0.397,0.3722,0.02949,0.5919,0.723,0.3036,0.4881
iran_dang7_nodiss7,Iranian-17,dft,none,4,1366696420,False,0.9355,1,12,0.7614,-0.0,12,0.7614,0.3765,0.02749,0.6049,0.7408,0.2272,0.4742
iran_dang7_nodiss7,Iranian-17,dft,none,4,1366696420,False,0.9355,2,12,0.795,-0.0,12,0.795,0.4037,0.006,0.5975,0.7303,0.1589,0.451
iran_dang7_nodiss7,Iranian-17,dft,none,4,1366696420,False,0.9355,3,7,0.7607,2.4173,7,0.5722,0.3856,0.02849,0.6017,0.7383,0.2203,0.5341
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1366696420,False,0.9194,0,6,0.6381,0.2432,6,0.6302,0.3239,0.31234,0.6045,0.7417,0.1121,0.5009
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1366696420,False,0.9194,1,12,0.9364,3.1416,12,0.9364,0.5492,0.001,0.5996,0.7273,0.1409,0.468
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1366696420,False,0.9194,2,12,0.7447,3.1416,12,0.7447,0.3601,0.04648,0.6021,0.7391,0.3034,0.4862
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1366696420,False,0.9194,3,3,0.6944,-2.3551,3,0.4766,0.3291,0.12394,0.6044,0.7474,0.3133,0.5092
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1366696420,False,0.8548,0,3,0.5487,-2.1389,12,0.3487,0.2043,0.75362,0.604,0.7367,0.0078,0.448
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1366696420,False,0.8548,1,9,0.5796,2.3,9,0.3726,0.2226,0.58871,0.6042,0.7449,0.0734,0.4657
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1366696420,False,0.8548,2,4,0.5866,-1.62,10,0.4596,0.2499,0.49675,0.5903,0.7,0.048,0.5231
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1366696420,False,0.8548,3,6,0.7427,-1.6304,1,0.5606,0.3393,0.01999,0.5871,0.7053,0.2335,0.4953
iran_dang7_nodiss7,Iranian-17,dft,none,4,1019361321,False,0.9677,0,3,0.9858,-1.5063,8,0.1838,0.6856,0.0005,0.606,0.7453,0.1918,0.489
iran_dang7_nodiss7,Iranian-17,dft,none,4,1019361321,False,0.9677,1,12,0.7781,-0.0,12,0.7781,0.3968,0.02599,0.6075,0.7526,0.2987,0.4386
iran_dang7_nodiss7,Iranian-17,dft,none,4,1019361321,False,0.9677,2,3,0.793,0.6454,3,0.6239,0.4345,0.0095,0.597,0.7277,0.0086,0.4715
iran_dang7_nodiss7,Iranian-17,dft,none,4,1019361321,False,0.9677,3,12,0.9622,3.1416,12,0.9622,0.5788,0.002,0.6068,0.7501,0.2306,0.4349
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1019361321,False,0.9516,0,6,0.8505,-0.6962,6,0.7495,0.5802,0.007,0.6104,0.7561,0.1065,0.4717
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1019361321,False,0.9516,1,8,0.889,-0.2016,8,0.8687,0.5379,0.0005,0.6048,0.7451,0.2079,0.4909
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1019361321,False,0.9516,2,12,0.7242,-0.0,12,0.7242,0.3392,0.10095,0.613,0.7596,0.3748,0.4814
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1019361321,False,0.9516,3,12,0.8635,3.1416,12,0.8635,0.4775,0.001,0.5734,0.6897,0.0041,0.5321
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1019361321,False,0.9355,0,9,0.5595,2.1419,2,0.3352,0.2174,0.65717,0.5955,0.7207,0.1666,0.4285
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1019361321,False,0.9355,1,2,0.5267,1.627,6,0.3859,0.1977,0.82109,0.5939,0.7252,0.0317,0.4601
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1019361321,False,0.9355,2,2,0.6434,-3.0343,2,0.6401,0.2994,0.29335,0.607,0.7536,0.0331,0.4824
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1019361321,False,0.9355,3,3,0.6164,1.0524,7,0.3413,0.2712,0.34683,0.5933,0.7176,0.6562,0.4658
iran_dang7_nodiss7,Iranian-17,dft,none,4,31723837,False,0.9839,0,12,0.987,-0.0,12,0.987,0.6043,0.0005,0.608,0.7457,0.1385,0.525
iran_dang7_nodiss7,Iranian-17,dft,none,4,31723837,False,0.9839,1,12,0.6232,3.1416,12,0.6232,0.256,0.35082,0.6015,0.74,0.3484,0.4691
iran_dang7_nodiss7,Iranian-17,dft,none,4,31723837,False,0.9839,2,6,0.5644,0.0919,6,0.5634,0.2477,0.68166,0.6021,0.7259,0.0286,0.4307
iran_dang7_nodiss7,Iranian-17,dft,none,4,31723837,False,0.9839,3,4,0.6571,-2.9995,4,0.6496,0.2927,0.22489,0.6022,0.7285,0.1119,0.4439
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,31723837,False,0.9355,0,4,0.7429,0.8686,4,0.4622,0.3916,0.03948,0.6035,0.7318,0.0079,0.5127
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,31723837,False,0.9355,1,2,0.726,-0.8237,2,0.5098,0.3675,0.09295,0.6097,0.7611,0.0615,0.474
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,31723837,False,0.9355,2,12,0.9365,3.1416,12,0.9365,0.5505,0.001,0.6087,0.7446,0.1353,0.4867
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,31723837,False,0.9355,3,12,0.9546,3.1416,12,0.9546,0.5733,0.001,0.6058,0.7462,0.1655,0.4841
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,31723837,False,0.9194,0,2,0.7071,0.8586,2,0.4785,0.3394,0.09045,0.5999,0.7347,0.0226,0.4482
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,31723837,False,0.9194,1,4,0.7178,-2.3342,4,0.4799,0.3499,0.01199,0.5734,0.6832,0.1066,0.5056
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,31723837,False,0.9194,2,2,0.5704,1.0184,2,0.3129,0.2257,0.61269,0.5951,0.7217,0.1314,0.4482
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,31723837,False,0.9194,3,5,0.5643,2.8665,5,0.543,0.2171,0.67366,0.6026,0.7342,0.0758,0.4502
iran_dang7_nodiss7,Iranian-17,dft,none,4,1151469311,False,0.9516,0,6,0.6281,-0.1117,6,0.6264,0.3127,0.34333,0.6029,0.7401,0.1332,0.4584
iran_dang7_nodiss7,Iranian-17,dft,none,4,1151469311,False,0.9516,1,12,0.7524,-0.0,12,0.7524,0.3677,0.05447,0.6098,0.7579,0.2377,0.4371
iran_dang7_nodiss7,Iranian-17,dft,none,4,1151469311,False,0.9516,2,12,0.9517,3.1416,12,0.9517,0.571,0.0005,0.6034,0.7306,0.2154,0.4981
iran_dang7_nodiss7,Iranian-17,dft,none,4,1151469311,False,0.9516,3,3,0.5205,1.7328,5,0.2586,0.1907,0.86157,0.598,0.7283,0.0176,0.499
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1151469311,False,0.9839,0,6,0.8737,2.3413,6,0.7288,0.5934,0.003,0.6141,0.7599,0.3257,0.4921
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1151469311,False,0.9839,1,9,0.6162,-2.6521,2,0.6063,0.274,0.38381,0.6012,0.7303,0.0676,0.4842
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1151469311,False,0.9839,2,12,0.9525,3.1416,12,0.9525,0.5692,0.001,0.6073,0.7543,0.0642,0.4231
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1151469311,False,0.9839,3,12,0.7382,-0.0,12,0.7382,0.3536,0.06347,0.6051,0.7481,0.216,0.4931
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1151469311,False,0.9032,0,9,0.5919,0.9986,9,0.3397,0.2491,0.52774,0.6041,0.7419,0.2261,0.4898
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1151469311,False,0.9032,1,2,0.7542,1.2813,1,0.317,0.3826,0.04098,0.6051,0.7418,0.1036,0.4804
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1151469311,False,0.9032,2,5,0.559,-1.1935,2,0.2332,0.2116,0.71114,0.6103,0.7616,0.151,0.4479
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1151469311,False,0.9032,3,1,0.4725,1.6382,5,0.3116,0.1532,0.98151,0.5969,0.7235,0.4213,0.4729
iran_dang7_nodiss7,Iranian-17,dft,none,4,1136771956,False,0.9355,0,7,0.7734,-0.8686,12,0.7367,0.3893,0.03298,0.6065,0.7469,0.1338,0.4651
iran_dang7_nodiss7,Iranian-17,dft,none,4,1136771956,False,0.9355,1,6,0.8504,-2.6306,6,0.8002,0.6095,0.0095,0.6138,0.7598,0.1927,0.4469
iran_dang7_nodiss7,Iranian-17,dft,none,4,1136771956,False,0.9355,2,4,0.522,2.3456,2,0.4801,0.1932,0.86607,0.5973,0.7331,0.434,0.5096
iran_dang7_nodiss7,Iranian-17,dft,none,4,1136771956,False,0.9355,3,12,0.7838,-0.0,12,0.7838,0.395,0.01349,0.6012,0.733,0.2965,0.4313
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1136771956,False,0.8548,0,6,0.7458,2.8652,6,0.7338,0.4628,0.06097,0.6095,0.7563,0.076,0.4375
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1136771956,False,0.8548,1,6,0.924,-2.4319,6,0.8092,0.6967,0.002,0.6138,0.7609,0.0449,0.4368
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1136771956,False,0.8548,2,9,0.517,-2.3503,10,0.4262,0.1882,0.86207,0.5889,0.7092,0.2131,0.5059
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1136771956,False,0.8548,3,7,0.5845,3.1232,7,0.5844,0.2309,0.54873,0.6014,0.7352,0.3139,0.4601
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1136771956,False,0.8871,0,5,0.5924,-2.7352,5,0.5445,0.2419,0.53723,0.6062,0.737,0.0156,0.4901
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1136771956,False,0.8871,1,4,0.6644,0.9139,4,0.3897,0.314,0.1969,0.6023,0.7401,0.0988,0.5101
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1136771956,False,0.8871,2,2,0.4863,-0.8499,1,0.3924,0.169,0.97701,0.6123,0.7607,0.0188,0.4681
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1136771956,False,0.8871,3,3,0.6396,-2.0605,1,0.3172,0.2905,0.23038,0.5903,0.7136,0.4344,0.4604
iran_dang7_nodiss7,Iranian-17,dft,none,4,1440730673,False,0.9677,0,12,0.8033,3.1416,12,0.8033,0.428,0.0095,0.604,0.7385,0.0332,0.4862
iran_dang7_nodiss7,Iranian-17,dft,none,4,1440730673,False,0.9677,1,3,0.9667,-1.6003,9,0.1919,0.6464,0.0005,0.6039,0.7471,0.1892,0.4613
iran_dang7_nodiss7,Iranian-17,dft,none,4,1440730673,False,0.9677,2,2,0.7381,-0.0904,2,0.7354,0.3738,0.02649,0.5942,0.7157,0.0477,0.497
iran_dang7_nodiss7,Iranian-17,dft,none,4,1440730673,False,0.9677,3,12,0.7478,3.1416,12,0.7478,0.3744,0.04248,0.6013,0.739,0.0791,0.4737
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1440730673,False,1.0,0,12,0.9511,-0.0,12,0.9511,0.5653,0.0005,0.6047,0.7431,0.1319,0.4846
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1440730673,False,1.0,1,3,0.7444,1.3088,9,0.5095,0.3721,0.04748,0.6025,0.74,0.127,0.4764
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1440730673,False,1.0,2,12,0.8766,3.1416,12,0.8766,0.4891,0.0005,0.6072,0.7482,0.1138,0.4833
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,1440730673,False,1.0,3,4,0.6736,1.7154,8,0.4271,0.3236,0.17591,0.6037,0.7387,0.0703,0.4873
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1440730673,False,0.9355,0,4,0.6156,1.5777,10,0.3696,0.2695,0.3918,0.6012,0.7271,0.016,0.4848
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1440730673,False,0.9355,1,4,0.5409,-0.776,9,0.3833,0.2047,0.76812,0.5942,0.7163,0.673,0.4525
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1440730673,False,0.9355,2,3,0.6338,-2.4138,3,0.4627,0.2753,0.33333,0.6089,0.7552,0.2758,0.4767
iran_dang7_nodiss7,Iranian-17,dft,label_shuffled,4,1440730673,False,0.9355,3,5,0.6122,-1.742,4,0.4154,0.2608,0.3978,0.5992,0.7291,0.1157,0.4832
iran_dang7_nodiss7,Iranian-17,dft,none,4,2090367430,False,0.9677,0,11,0.5435,-1.9784,6,0.2151,0.2065,0.76862,0.5985,0.7298,0.1329,0.4788
iran_dang7_nodiss7,Iranian-17,dft,none,4,2090367430,False,0.9677,1,5,0.6882,-2.1934,12,0.6343,0.3116,0.12544,0.6011,0.736,0.2715,0.4726
iran_dang7_nodiss7,Iranian-17,dft,none,4,2090367430,False,0.9677,2,12,0.8987,3.1416,12,0.8987,0.5065,0.0005,0.602,0.7341,0.1776,0.4837
iran_dang7_nodiss7,Iranian-17,dft,none,4,2090367430,False,0.9677,3,7,0.5195,2.2706,9,0.4159,0.176,0.88856,0.6042,0.7402,0.3673,0.4484
iran_dang7_nodiss7,Iranian-17,dft,input_shuffled,4,2090367430,True,1.0,0,12,0.8481,-0.0,12,0.8481,0.4603,0.0065,0.6116,0.7561,0.2285,0.475
