task,system,basis,control,n_hidden,network_seed,converged,accuracy,hidden_unit,best_freq,best_R,best_phase,best_freq_cos,best_R_cos,concentration,null_p,null_mean,null_p95,pitch_height_r,random_r_p95
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,143351089,False,0.9553,9,12,0.9719,3.1416,12,0.9719,0.5926,0.0005,0.6034,0.7381,0.2255,0.5164
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,143351089,False,0.9553,10,3,0.6247,1.504,11,0.342,0.2715,0.35732,0.6036,0.7366,0.1306,0.4218
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,143351089,False,0.9553,11,5,0.627,0.3182,5,0.5958,0.2787,0.35982,0.605,0.7447,0.1699,0.4477
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,0,8,0.5354,1.9942,10,0.3632,0.2064,0.77961,0.5939,0.7243,0.1847,0.5201
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,1,9,0.666,1.9469,4,0.3375,0.3082,0.21739,0.6081,0.7564,0.2078,0.4721
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,2,3,0.5492,-2.439,3,0.4108,0.2117,0.73013,0.6021,0.7397,0.1246,0.4741
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,3,10,0.5346,2.9487,10,0.5258,0.1971,0.82009,0.6044,0.7472,0.1912,0.5182
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,4,9,0.6505,0.1271,9,0.6454,0.277,0.24538,0.604,0.7383,0.2944,0.4706
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,5,3,0.5412,-0.4457,3,0.4908,0.2114,0.78711,0.6013,0.7352,0.1059,0.4965
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,6,11,0.6148,-2.5633,11,0.509,0.2748,0.37431,0.5993,0.7301,0.2247,0.4655
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,7,10,0.5051,-2.9367,10,0.4957,0.1693,0.93003,0.6004,0.7298,0.0609,0.477
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,8,10,0.5227,2.0225,4,0.4447,0.1746,0.87706,0.6106,0.7587,0.0719,0.4596
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,9,9,0.5379,-2.7592,9,0.5006,0.1934,0.81309,0.6067,0.7501,0.0051,0.4736
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,10,2,0.5311,-1.2011,7,0.4264,0.1953,0.82909,0.5991,0.7312,0.2697,0.45
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,143351089,False,0.8089,11,8,0.5512,-1.5305,10,0.2534,0.222,0.71614,0.6001,0.7341,0.0449,0.5364
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,0,9,0.8997,-1.7811,6,0.2661,0.5843,0.0005,0.6058,0.7441,0.0803,0.5316
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,1,12,0.6241,-0.0,12,0.6241,0.2575,0.34333,0.5984,0.7229,0.151,0.4536
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,2,12,0.7415,-0.0,12,0.7415,0.3571,0.05597,0.6075,0.7441,0.2,0.5006
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,3,2,0.5497,1.3791,8,0.4948,0.2012,0.70915,0.5929,0.7167,0.1963,0.5024
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,4,3,0.7062,2.3594,3,0.5145,0.3579,0.04048,0.5843,0.696,0.1163,0.4529
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,5,12,0.6879,3.1416,12,0.6879,0.3143,0.16042,0.6097,0.7568,0.0556,0.4387
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,6,10,0.71,3.0379,10,0.7066,0.3554,0.09345,0.6053,0.7381,0.0144,0.5107
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,7,3,0.878,2.8944,3,0.8521,0.5387,0.0005,0.6056,0.7412,0.0401,0.467
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,8,12,0.9276,-0.0,12,0.9276,0.5304,0.0005,0.5992,0.7276,0.1104,0.5127
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,9,7,0.7812,0.8032,7,0.5392,0.4094,0.01149,0.6023,0.7365,0.1891,0.4717
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,10,5,0.9017,-2.8569,5,0.8656,0.5528,0.0005,0.6078,0.7509,0.1376,0.484
iran_dang2_zaed16,Iranian-17,dft,none,12,1978999232,False,0.9187,11,5,0.5505,-0.8393,2,0.4504,0.2051,0.73463,0.6048,0.7489,0.0379,0.4818
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,0,3,0.8718,1.6155,1,0.1851,0.5156,0.002,0.6069,0.7451,0.1959,0.497
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,1,12,0.9556,-0.0,12,0.9556,0.5782,0.001,0.6034,0.7372,0.005,0.44
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,2,12,0.6795,-0.0,12,0.6795,0.3246,0.17391,0.6064,0.7487,0.2726,0.4715
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,3,2,0.8046,-1.1037,5,0.4827,0.4388,0.01749,0.6073,0.7564,0.0955,0.4766
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,4,7,0.7186,0.8049,5,0.6162,0.3456,0.07046,0.6004,0.7337,0.2669,0.4839
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,5,3,0.8478,-2.7939,3,0.7953,0.4988,0.0005,0.601,0.7259,0.1114,0.4641
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,6,10,0.5732,1.7365,5,0.3839,0.2232,0.50275,0.5781,0.6845,0.1952,0.468
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,7,7,0.7919,-1.0859,5,0.3876,0.4294,0.01799,0.6066,0.7519,0.0394,0.5026
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,8,2,0.6865,-2.877,2,0.6653,0.3301,0.13943,0.6014,0.7394,0.0354,0.4658
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,9,9,0.8087,1.1638,9,0.3543,0.4702,0.007,0.6045,0.7356,0.1266,0.4364
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,10,12,0.8811,3.1416,12,0.8811,0.4966,0.0005,0.5861,0.7085,0.0592,0.4724
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1978999232,False,0.9187,11,12,0.8644,-0.0,12,0.8644,0.4722,0.0015,0.6055,0.7425,0.1992,0.5006
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,0,2,0.6237,1.1734,6,0.5529,0.2988,0.32334,0.5945,0.7145,0.299,0.4888
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,1,4,0.5792,2.3467,10,0.5696,0.2381,0.62669,0.6122,0.7594,0.3456,0.4647
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,2,1,0.6871,2.8819,1,0.6635,0.3291,0.04998,0.5738,0.6856,0.2633,0.4993
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,3,11,0.5757,-1.0463,3,0.4444,0.2235,0.63268,0.6084,0.7489,0.1854,0.4562
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,4,2,0.5562,-2.4253,2,0.4306,0.2212,0.67916,0.5934,0.7166,0.3183,0.4855
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,5,9,0.7364,1.4574,10,0.3353,0.373,0.06447,0.6088,0.7479,0.1683,0.4855
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,6,4,0.6214,-2.4517,10,0.5147,0.2698,0.38881,0.608,0.7482,0.5776,0.4893
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,7,3,0.6052,3.1261,3,0.6051,0.2579,0.41929,0.5986,0.7327,0.1374,0.4694
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,8,3,0.6013,0.4106,3,0.5492,0.2664,0.48176,0.6061,0.7424,0.0338,0.4619
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,9,4,0.5798,2.8419,4,0.5508,0.2329,0.5907,0.6052,0.743,0.1274,0.4583
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,10,6,0.4612,-0.0833,6,0.4606,0.1589,0.98601,0.5946,0.7186,0.0525,0.4828
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1978999232,False,0.8496,11,9,0.682,-0.3513,9,0.6388,0.3121,0.17041,0.6079,0.7455,0.0834,0.4686
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,0,2,0.5485,-1.9669,3,0.3383,0.2136,0.72314,0.5934,0.7227,0.1439,0.4612
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,1,2,0.5427,-2.4818,2,0.4386,0.2044,0.77361,0.6008,0.731,0.0076,0.4278
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,2,3,0.9648,3.0753,3,0.9627,0.6439,0.0005,0.6078,0.7479,0.0924,0.4847
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,3,5,0.784,1.2059,12,0.7171,0.4041,0.01149,0.5967,0.7317,0.0879,0.4562
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,4,5,0.7894,-1.0369,5,0.3961,0.4187,0.0045,0.595,0.7228,0.113,0.4723
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,5,6,0.769,-1.1378,6,0.4495,0.3912,0.02849,0.604,0.7431,0.0798,0.4939
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,6,10,0.7726,-2.6531,10,0.6912,0.4251,0.02649,0.6066,0.7446,0.2316,0.4695
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,7,12,0.8048,3.1416,12,0.8048,0.4234,0.0095,0.6072,0.7431,0.2874,0.4701
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,8,12,0.9558,3.1416,12,0.9558,0.5663,0.0005,0.6052,0.7401,0.038,0.4711
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,9,7,0.7783,-0.4912,7,0.6872,0.4089,0.03398,0.6115,0.7559,0.0148,0.4926
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,10,9,0.9748,-1.5052,4,0.2171,0.6593,0.0005,0.6118,0.7575,0.0169,0.4778
iran_dang2_zaed16,Iranian-17,dft,none,12,1122070796,False,0.9472,11,4,0.5705,1.8577,1,0.3618,0.2341,0.49725,0.5767,0.698,0.1807,0.5307
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,0,7,0.6242,2.4041,7,0.4641,0.2689,0.37781,0.607,0.7477,0.0198,0.4513
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,1,3,0.7437,1.6558,4,0.4953,0.3853,0.03398,0.6006,0.7287,0.1643,0.4823
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,2,12,0.9644,-0.0,12,0.9644,0.5834,0.0005,0.6045,0.7431,0.0522,0.5144
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,3,12,0.8575,-0.0,12,0.8575,0.4681,0.003,0.6047,0.7413,0.0658,0.4574
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,4,7,0.638,3.0513,7,0.6354,0.2959,0.29835,0.6025,0.7404,0.3777,0.5072
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,5,12,0.6378,3.1416,12,0.6378,0.2684,0.33033,0.6115,0.7507,0.2119,0.4905
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,6,5,0.6009,-2.4166,5,0.4517,0.2434,0.48026,0.6046,0.7488,0.1392,0.5584
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,7,3,0.9597,-3.1222,3,0.9596,0.6468,0.0005,0.6068,0.7496,0.0329,0.5071
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,8,7,0.5708,1.78,4,0.4365,0.2301,0.62119,0.6001,0.7305,0.0491,0.4831
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,9,5,0.6429,2.6588,5,0.5687,0.283,0.27686,0.6034,0.7327,0.0323,0.4548
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,10,9,0.7395,1.4669,10,0.3794,0.3866,0.06947,0.6116,0.7518,0.0747,0.5151
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,1122070796,False,0.935,11,10,0.7671,2.9561,10,0.7555,0.4177,0.01649,0.5971,0.7249,0.066,0.5085
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,0,4,0.5172,1.0846,6,0.2433,0.1908,0.85257,0.586,0.7095,0.2663,0.427
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,1,8,0.644,-2.1857,8,0.356,0.2917,0.24238,0.5958,0.7209,0.2806,0.5077
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,2,2,0.7177,-0.3282,2,0.6836,0.3728,0.08846,0.6075,0.7485,0.0677,0.4637
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,3,5,0.5211,2.9173,5,0.508,0.1985,0.85457,0.593,0.714,0.1019,0.4966
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,4,3,0.5124,3.0564,3,0.5106,0.1873,0.88806,0.5938,0.7203,0.2453,0.4896
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,5,1,0.6522,-1.8217,4,0.3957,0.2824,0.27936,0.6102,0.7581,0.4486,0.4585
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,6,9,0.503,0.8303,12,0.4168,0.1779,0.93203,0.5991,0.729,0.0627,0.4699
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,7,11,0.5316,0.6556,11,0.4143,0.1903,0.83558,0.6057,0.7394,0.1893,0.4303
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,8,7,0.5643,-0.9056,2,0.4386,0.2208,0.70415,0.6081,0.7418,0.3852,0.4804
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,9,8,0.5854,0.386,8,0.5373,0.2338,0.51274,0.5965,0.7256,0.2013,0.446
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,10,7,0.6377,2.6268,5,0.5916,0.2856,0.26387,0.597,0.7243,0.1277,0.491
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,1122070796,False,0.7073,11,6,0.5632,2.5845,6,0.523,0.2402,0.67966,0.6039,0.7384,0.0518,0.4568
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,0,11,0.6192,-2.0716,2,0.3969,0.2638,0.41729,0.6088,0.7517,0.273,0.4899
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,1,12,0.8878,3.1416,12,0.8878,0.4951,0.0005,0.6032,0.7427,0.1053,0.4338
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,2,7,0.7149,-0.8943,5,0.5568,0.3447,0.09145,0.6048,0.7467,0.078,0.4926
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,3,12,0.5984,3.1416,12,0.5984,0.2457,0.45027,0.596,0.725,0.2187,0.4745
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,4,12,0.9812,3.1416,12,0.9812,0.5946,0.001,0.6076,0.7479,0.1133,0.4608
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,5,12,0.8945,-0.0,12,0.8945,0.5086,0.001,0.6028,0.7297,0.0577,0.4665
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,6,9,0.856,-3.1097,9,0.8556,0.5412,0.003,0.6081,0.7487,0.2137,0.4594
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,7,6,0.9635,0.7851,6,0.811,0.7391,0.0005,0.6159,0.7636,0.0833,0.476
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,8,9,0.9218,-1.688,10,0.249,0.606,0.0005,0.607,0.7493,0.0395,0.4641
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,9,2,0.593,-1.4193,9,0.4018,0.2405,0.44178,0.5892,0.7094,0.2088,0.4773
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,10,7,0.7618,2.4195,7,0.5741,0.3955,0.03998,0.6098,0.7516,0.0407,0.5187
iran_dang2_zaed16,Iranian-17,dft,none,12,139704691,False,0.9715,11,3,0.7999,2.1992,3,0.4933,0.4755,0.01999,0.6088,0.7553,0.1193,0.4805
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,0,3,0.919,-0.1885,3,0.9031,0.5806,0.0005,0.6021,0.7359,0.0911,0.4502
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,1,5,0.589,0.269,5,0.568,0.2347,0.43228,0.5834,0.6939,0.068,0.5217
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,2,7,0.733,-2.7779,7,0.6847,0.3662,0.06297,0.6058,0.7462,0.4027,0.4815
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,3,5,0.84,1.3447,7,0.3806,0.4816,0.003,0.6066,0.7443,0.093,0.4929
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,4,12,0.9245,3.1416,12,0.9245,0.5379,0.0005,0.6011,0.7347,0.0485,0.4862
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,5,12,0.6859,-0.0,12,0.6859,0.3089,0.10095,0.5924,0.7161,0.11,0.5088
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,6,2,0.5661,1.4159,6,0.4033,0.2279,0.68766,0.6097,0.7472,0.0088,0.4808
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,7,5,0.6575,0.2635,5,0.6349,0.3001,0.17691,0.5942,0.7164,0.2722,0.5143
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,8,9,0.9059,1.3654,4,0.2895,0.5783,0.001,0.604,0.735,0.0777,0.48
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,9,2,0.5561,-0.0619,2,0.5551,0.2128,0.70465,0.604,0.7455,0.0586,0.4157
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,10,12,0.9521,-0.0,12,0.9521,0.5679,0.0005,0.6082,0.7511,0.2077,0.4851
iran_dang2_zaed16,Iranian-17,dft,input_shuffled,12,139704691,False,0.8902,11,12,0.6254,3.1416,12,0.6254,0.2615,0.36882,0.6082,0.7514,0.1819,0.5067
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,0,9,0.5596,0.7492,9,0.4195,0.2195,0.65817,0.5942,0.7178,0.4164,0.4398
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,1,1,0.6282,1.3937,6,0.4339,0.2823,0.28386,0.5946,0.7212,0.4442,0.5211
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,2,9,0.515,-2.4736,6,0.4274,0.1961,0.90255,0.6058,0.7486,0.1228,0.4903
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,3,6,0.5441,0.5252,6,0.51,0.2196,0.76462,0.5974,0.7258,0.2802,0.4635
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,4,3,0.5414,0.3947,3,0.4981,0.2023,0.8081,0.6097,0.75,0.2316,0.5111
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,5,1,0.5278,-2.5111,11,0.4754,0.196,0.88306,0.6148,0.7578,0.4223,0.4806
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,6,5,0.6581,1.8051,4,0.4596,0.2933,0.23938,0.6054,0.7434,0.0515,0.4274
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,7,9,0.5538,-2.4964,6,0.4984,0.2313,0.71964,0.603,0.7413,0.2642,0.5067
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,8,1,0.7266,1.9977,7,0.3074,0.3633,0.06447,0.605,0.7353,0.6421,0.4779
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,9,7,0.5538,2.1526,6,0.3288,0.2169,0.67766,0.5943,0.7264,0.2431,0.4482
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,10,7,0.5392,-0.2891,7,0.5169,0.2102,0.81859,0.6096,0.7432,0.0211,0.4828
iran_dang2_zaed16,Iranian-17,dft,label_shuffled,12,139704691,False,0.6951,11,7,0.4952,1.2791,6,0.3892,0.1793,0.96252,0.6128,0.7605,0.3552,0.4425
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,0,3,0.6735,-0.2599,3,0.6516,0.312,0.18591,0.6075,0.7485,0.1149,0.4208
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,1,12,0.8524,-0.0,12,0.8524,0.4604,0.002,0.6059,0.7397,0.1485,0.4898
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,2,3,0.899,-1.3973,9,0.2207,0.562,0.001,0.608,0.748,0.2679,0.4545
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,3,12,0.9648,-0.0,12,0.9648,0.5753,0.0015,0.6094,0.7485,0.136,0.4272
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,4,3,0.8694,-2.8348,3,0.8275,0.529,0.001,0.6058,0.7453,0.1081,0.5017
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,5,5,0.7831,2.6027,5,0.6709,0.4074,0.01299,0.5993,0.7336,0.1041,0.5018
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,6,12,0.6819,3.1416,12,0.6819,0.3111,0.16142,0.6049,0.744,0.0082,0.4618
iran_dang3_nozaed15,Iranian-17,dft,none,8,757195984,False,0.8512,7,7,0.771,2.4241,7,0.5834,0.4047,0.02699,0.6074,0.7438,0.2672,0.4801
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,0,12,0.9348,3.1416,12,0.9348,0.5526,0.001,0.6071,0.7474,0.1336,0.4724
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,1,12,0.8617,-0.0,12,0.8617,0.4727,0.004,0.6093,0.7518,0.2346,0.4372
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,2,9,0.7745,-1.4973,11,0.1814,0.4063,0.02099,0.606,0.742,0.1995,0.4371
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,3,2,0.6765,-0.0362,2,0.6761,0.318,0.16242,0.6015,0.7458,0.013,0.5063
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,4,5,0.6367,-2.8955,5,0.6176,0.2811,0.26087,0.595,0.7228,0.3089,0.431
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,5,5,0.7768,0.7987,5,0.5451,0.3903,0.02049,0.6034,0.7423,0.2172,0.4702
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,6,3,0.8931,0.2732,3,0.8591,0.56,0.0005,0.6071,0.7489,0.0744,0.445
iran_dang3_nozaed15,Iranian-17,dft,input_shuffled,8,757195984,False,0.8347,7,5,0.8167,-1.9044,7,0.3169,0.4533,0.009,0.6049,0.7472,0.0981,0.4803
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,0,5,0.5195,-1.3121,10,0.462,0.1956,0.87556,0.6048,0.7451,0.0814,0.4619
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,1,2,0.6903,2.5961,2,0.5997,0.3343,0.10195,0.5978,0.726,0.1875,0.4931
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,2,6,0.5647,-1.559,4,0.4363,0.203,0.67266,0.6045,0.7362,0.0831,0.4678
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,3,5,0.5865,-1.7873,3,0.3114,0.2484,0.55822,0.6081,0.7529,0.2538,0.4557
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,4,8,0.5071,2.5391,8,0.4091,0.1759,0.92804,0.6066,0.7477,0.0813,0.4121
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,5,7,0.6082,2.8287,7,0.5788,0.2601,0.46127,0.6109,0.7604,0.17,0.5003
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,6,6,0.5617,-2.962,6,0.558,0.2404,0.63468,0.5927,0.7235,0.1177,0.5187
iran_dang3_nozaed15,Iranian-17,dft,label_shuffled,8,757195984,False,0.719,7,6,0.7051,1.8529,6,0.2902,0.3249,0.08546,0.5977,0.7284,0.0462,0.442
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,0,6,0.501,-2.3959,6,0.431,0.1816,0.91454,0.5814,0.6949,0.0776,0.4622
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,1,7,0.5313,-0.5279,12,0.5292,0.198,0.78561,0.5914,0.7203,0.1209,0.4858
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,2,7,0.7764,1.9722,7,0.3101,0.4146,0.01849,0.6029,0.7346,0.0427,0.4446
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,3,3,0.8808,-1.6882,10,0.2747,0.5466,0.0005,0.604,0.7355,0.2566,0.4457
iran_dang3_nozaed15,Iranian-17,dft,none,8,1586062359,False,0.719,4,7,0.8139,-1.9786,5,0.4699,0.4445,0.008,0.6085,0.7504,0.0633,0.5064
